""
"Test Method","Ankenman Simplified Tensile.msm"
"Sample I. D.","Ankenman brushes.mss"
"Specimen Number","11"

"Time (s)","Load (lbf)","Crosshead (in)"

0.400,1,0.000
0.600,2,0.001
0.800,3,0.001
1.000,4,0.001
1.200,5,0.002
1.400,6,0.002
1.600,7,0.003
1.800,8,0.003
2.000,9,0.003
2.200,10,0.004
2.400,11,0.004
2.600,13,0.005
2.800,14,0.005
3.000,15,0.005
3.200,17,0.006
3.400,18,0.006
3.600,20,0.007
3.800,21,0.007
4.000,22,0.007
4.200,24,0.008
4.400,25,0.008
4.600,26,0.009
4.800,27,0.009
5.000,28,0.009
5.200,29,0.010
5.400,30,0.010
5.600,30,0.010
5.800,31,0.011
6.000,31,0.011
6.200,32,0.012
6.400,32,0.012
6.600,33,0.012
6.800,34,0.013
7.000,34,0.013
7.200,35,0.014
7.400,35,0.014
7.600,36,0.014
7.800,36,0.015
8.000,37,0.015
8.200,37,0.016
8.400,38,0.016
8.600,38,0.016
8.800,39,0.017
9.000,39,0.017
9.200,40,0.018
9.400,40,0.018
9.600,41,0.018
9.800,41,0.019
10.000,41,0.019
10.200,42,0.020
10.400,42,0.020
10.600,43,0.020
10.800,43,0.021
11.000,43,0.021
11.200,43,0.022
11.400,44,0.022
11.600,44,0.022
11.800,44,0.023
12.000,45,0.023
12.200,45,0.024
12.400,45,0.024
12.600,45,0.024
12.800,46,0.025
13.000,46,0.025
13.200,46,0.025
13.400,47,0.026
13.600,47,0.026
13.800,47,0.027
14.000,47,0.027
14.200,47,0.027
14.400,48,0.028
14.600,48,0.028
14.800,48,0.029
15.000,49,0.029
15.200,49,0.029
15.400,49,0.030
15.600,49,0.030
15.800,49,0.031
16.000,50,0.031
16.200,50,0.031
16.400,50,0.032
16.600,50,0.032
16.800,51,0.033
17.000,51,0.033
17.200,51,0.033
17.400,51,0.034
17.600,52,0.034
17.800,52,0.035
18.000,52,0.035
18.200,52,0.035
18.400,53,0.036
18.600,53,0.036
18.800,53,0.036
19.000,53,0.037
19.200,54,0.037
19.400,54,0.038
19.600,54,0.038
19.800,54,0.038
20.000,55,0.039
20.200,55,0.039
20.400,55,0.040
20.600,55,0.040
20.800,56,0.040
21.000,56,0.041
21.200,56,0.041
21.400,56,0.042
21.600,57,0.042
21.800,57,0.042
22.000,57,0.043
22.200,57,0.043
22.400,58,0.044
22.600,58,0.044
22.800,58,0.044
23.000,58,0.045
23.200,59,0.045
23.400,59,0.046
23.600,59,0.046
23.800,59,0.046
24.000,60,0.047
24.200,60,0.047
24.400,60,0.047
24.600,60,0.048
24.800,60,0.048
25.000,61,0.049
25.200,61,0.049
25.400,61,0.049
25.600,61,0.050
25.800,62,0.050
26.000,62,0.051
26.200,62,0.051
26.400,62,0.051
26.600,63,0.052
26.800,63,0.052
27.000,63,0.053
27.200,63,0.053
27.400,64,0.053
27.600,64,0.054
27.800,64,0.054
28.000,64,0.055
28.200,65,0.055
28.400,65,0.055
28.600,65,0.056
28.800,65,0.056
29.000,66,0.057
29.200,66,0.057
29.400,66,0.057
29.600,66,0.058
29.800,67,0.058
30.000,67,0.059
30.200,67,0.059
30.400,67,0.059
30.600,67,0.060
30.800,68,0.060
31.000,68,0.060
31.200,68,0.061
31.400,68,0.061
31.600,69,0.062
31.800,69,0.062
32.000,69,0.062
32.200,69,0.063
32.400,70,0.063
32.600,70,0.064
32.800,70,0.064
33.000,70,0.064
33.200,70,0.065
33.400,71,0.065
33.600,71,0.066
33.800,71,0.066
34.000,71,0.066
34.200,72,0.067
34.400,72,0.067
34.600,72,0.068
34.800,72,0.068
35.000,72,0.068
35.200,73,0.069
35.400,73,0.069
35.600,73,0.070
35.800,73,0.070
36.000,74,0.070
36.200,74,0.071
36.400,74,0.071
36.600,74,0.072
36.800,74,0.072
37.000,75,0.072
37.200,75,0.073
37.400,75,0.073
37.600,75,0.073
37.800,75,0.074
38.000,76,0.074
38.200,76,0.075
38.400,76,0.075
38.600,77,0.075
38.800,77,0.076
39.000,77,0.076
39.200,77,0.077
39.400,78,0.077
39.600,77,0.077
39.800,78,0.078
40.000,78,0.078
40.200,79,0.079
40.400,79,0.079
40.600,79,0.079
40.800,79,0.080
41.000,79,0.080
41.200,80,0.081
41.400,80,0.081
41.600,80,0.081
41.800,80,0.082
42.000,81,0.082
42.200,81,0.083
42.400,81,0.083
42.600,81,0.083
42.800,81,0.084
43.000,82,0.084
43.200,82,0.084
43.400,82,0.085
43.600,82,0.085
43.800,83,0.086
44.000,82,0.086
44.200,83,0.086
44.400,83,0.087
44.600,83,0.087
44.800,84,0.088
45.000,84,0.088
45.200,84,0.088
45.400,84,0.089
45.600,84,0.089
45.800,85,0.090
46.000,85,0.090
46.200,85,0.090
46.400,86,0.091
46.600,86,0.091
46.800,86,0.092
47.000,86,0.092
47.200,87,0.092
47.400,87,0.093
47.600,87,0.093
47.800,87,0.094
48.000,87,0.094
48.200,87,0.094
48.400,88,0.095
48.600,88,0.095
48.800,88,0.096
49.000,88,0.096
49.200,89,0.096
49.400,88,0.097
49.600,89,0.097
49.800,89,0.097
50.000,90,0.098
50.200,89,0.098
50.400,90,0.099
50.600,90,0.099
50.800,90,0.099
51.000,90,0.100
51.200,91,0.100
51.400,91,0.101
51.600,91,0.101
51.800,91,0.101
52.000,91,0.102
52.200,92,0.102
52.400,92,0.103
52.600,92,0.103
52.800,92,0.103
53.000,93,0.104
53.200,93,0.104
53.400,93,0.105
53.600,93,0.105
53.800,93,0.105
54.000,94,0.106
54.200,94,0.106
54.400,95,0.107
54.600,95,0.107
54.800,95,0.107
55.000,95,0.108
55.200,95,0.108
55.400,95,0.108
55.600,96,0.109
55.800,96,0.109
56.000,96,0.110
56.200,96,0.110
56.400,97,0.110
56.600,97,0.111
56.800,97,0.111
57.000,97,0.112
57.200,97,0.112
57.400,98,0.112
57.600,98,0.113
57.800,98,0.113
58.000,99,0.114
58.200,99,0.114
58.400,99,0.114
58.600,99,0.115
58.800,100,0.115
59.000,100,0.116
59.200,100,0.116
59.400,100,0.116
59.600,101,0.117
59.800,101,0.117
60.000,101,0.118
60.200,101,0.118
60.400,102,0.118
60.600,102,0.119
60.800,102,0.119
61.000,102,0.120
61.200,102,0.120
61.400,103,0.120
61.600,103,0.121
61.800,103,0.121
62.000,103,0.121
62.200,104,0.122
62.400,104,0.122
62.600,104,0.123
62.800,104,0.123
63.000,105,0.123
63.200,105,0.124
63.400,105,0.124
63.600,105,0.125
63.800,106,0.125
64.000,106,0.125
64.200,106,0.126
64.400,106,0.126
64.600,106,0.127
64.800,107,0.127
65.000,107,0.127
65.200,107,0.128
65.400,107,0.128
65.600,108,0.129
65.800,108,0.129
66.000,108,0.129
66.200,109,0.130
66.400,109,0.130
66.600,109,0.131
66.800,109,0.131
67.000,109,0.131
67.200,110,0.132
67.400,110,0.132
67.600,110,0.133
67.800,110,0.133
68.000,111,0.133
68.200,111,0.134
68.400,111,0.134
68.600,111,0.134
68.800,111,0.135
69.000,112,0.135
69.200,112,0.136
69.400,112,0.136
69.600,112,0.136
69.800,113,0.137
70.000,113,0.137
70.200,113,0.138
70.400,113,0.138
70.600,114,0.138
70.800,114,0.139
71.000,114,0.139
71.200,114,0.140
71.400,114,0.140
71.600,115,0.140
71.800,115,0.141
72.000,115,0.141
72.200,115,0.142
72.400,115,0.142
72.600,116,0.142
72.800,116,0.143
73.000,116,0.143
73.200,116,0.144
73.400,116,0.144
73.600,116,0.144
73.800,116,0.145
74.000,116,0.145
74.200,116,0.146
74.400,116,0.146
74.600,116,0.146
74.800,116,0.147
75.000,117,0.147
75.200,116,0.147
75.400,116,0.148
75.600,117,0.148
75.800,117,0.149
76.000,117,0.149
76.200,117,0.149
76.400,117,0.150
76.600,117,0.150
76.800,117,0.151
77.000,117,0.151
77.200,118,0.151
77.400,118,0.152
77.600,118,0.152
77.800,118,0.153
78.000,118,0.153
78.200,118,0.153
78.400,119,0.154
78.600,119,0.154
78.800,119,0.155
79.000,119,0.155
79.200,119,0.155
79.400,119,0.156
79.600,119,0.156
79.800,120,0.157
80.000,120,0.157
80.200,120,0.157
80.400,120,0.158
80.600,120,0.158
80.800,121,0.159
81.000,121,0.159
81.200,121,0.159
81.400,121,0.160
81.600,121,0.160
81.800,121,0.160
82.000,122,0.161
82.200,122,0.161
82.400,122,0.162
82.600,122,0.162
82.800,122,0.162
83.000,122,0.163
83.200,122,0.163
83.400,123,0.164
83.600,123,0.164
83.800,123,0.164
84.000,123,0.165
84.200,123,0.165
84.400,123,0.166
84.600,124,0.166
84.800,124,0.166
85.000,124,0.167
85.200,124,0.167
85.400,124,0.168
85.600,124,0.168
85.800,124,0.168
86.000,125,0.169
86.200,125,0.169
86.400,125,0.170
86.600,125,0.170
86.800,125,0.170
87.000,125,0.171
87.200,126,0.171
87.400,126,0.172
87.600,126,0.172
87.800,126,0.172
88.000,126,0.173
88.200,126,0.173
88.400,127,0.173
88.600,127,0.174
88.800,127,0.174
89.000,127,0.175
89.200,127,0.175
89.400,127,0.175
89.600,128,0.176
89.800,128,0.176
90.000,128,0.177
90.200,128,0.177
90.400,128,0.177
90.600,128,0.178
90.800,129,0.178
91.000,129,0.179
91.200,129,0.179
91.400,129,0.179
91.600,129,0.180
91.800,129,0.180
92.000,129,0.181
92.200,130,0.181
92.400,130,0.181
92.600,130,0.182
92.800,130,0.182
93.000,130,0.183
93.200,131,0.183
93.400,131,0.183
93.600,131,0.184
93.800,131,0.184
94.000,131,0.185
94.200,132,0.185
94.400,132,0.185
94.600,132,0.186
94.800,132,0.186
95.000,132,0.186
95.200,132,0.187
95.400,133,0.187
95.600,133,0.188
95.800,133,0.188
96.000,133,0.188
96.200,133,0.189
96.400,134,0.189
96.600,134,0.190
96.800,134,0.190
97.000,134,0.190
97.200,134,0.191
97.400,134,0.191
97.600,135,0.192
97.800,135,0.192
98.000,135,0.192
98.200,135,0.193
98.400,135,0.193
98.600,136,0.194
98.800,136,0.194
99.000,136,0.194
99.200,136,0.195
99.400,136,0.195
99.600,137,0.196
99.800,137,0.196
100.000,137,0.196
100.200,137,0.197
100.400,137,0.197
100.600,137,0.198
100.800,138,0.198
101.000,138,0.198
101.200,138,0.199
101.400,138,0.199
101.600,138,0.199
101.800,139,0.200
102.000,139,0.200
102.200,139,0.201
102.400,139,0.201
102.600,139,0.201
102.800,140,0.202
103.000,140,0.202
103.200,140,0.203
103.400,140,0.203
103.600,140,0.203
103.800,140,0.204
104.000,141,0.204
104.200,141,0.205
104.400,141,0.205
104.600,141,0.205
104.800,141,0.206
105.000,142,0.206
105.200,142,0.207
105.400,142,0.207
105.600,142,0.207
105.800,142,0.208
106.000,143,0.208
106.200,143,0.209
106.400,143,0.209
106.600,143,0.209
106.800,143,0.210
107.000,144,0.210
107.200,144,0.211
107.400,144,0.211
107.600,144,0.211
107.800,144,0.212
108.000,145,0.212
108.200,145,0.212
108.400,145,0.213
108.600,145,0.213
108.800,145,0.214
109.000,146,0.214
109.200,146,0.214
109.400,146,0.215
109.600,146,0.215
109.800,147,0.216
110.000,147,0.216
110.200,147,0.216
110.400,147,0.217
110.600,148,0.217
110.800,148,0.218
111.000,148,0.218
111.200,148,0.218
111.400,148,0.219
111.600,149,0.219
111.800,149,0.220
112.000,149,0.220
112.200,149,0.220
112.400,150,0.221
112.600,150,0.221
112.800,150,0.222
113.000,150,0.222
113.200,150,0.222
113.400,151,0.223
113.600,151,0.223
113.800,151,0.224
114.000,152,0.224
114.200,152,0.224
114.400,152,0.225
114.600,152,0.225
114.800,153,0.225
115.000,153,0.226
115.200,153,0.226
115.400,153,0.227
115.600,154,0.227
115.800,154,0.227
116.000,154,0.228
116.200,154,0.228
116.400,154,0.229
116.600,155,0.229
116.800,155,0.229
117.000,155,0.230
117.200,155,0.230
117.400,156,0.231
117.600,156,0.231
117.800,156,0.231
118.000,156,0.232
118.200,157,0.232
118.400,157,0.233
118.600,157,0.233
118.800,157,0.233
119.000,157,0.234
119.200,158,0.234
119.400,158,0.235
119.600,158,0.235
119.800,158,0.235
120.000,159,0.236
120.200,159,0.236
120.400,159,0.236
120.600,159,0.237
120.800,160,0.237
121.000,160,0.238
121.200,160,0.238
121.400,160,0.238
121.600,160,0.239
121.800,161,0.239
122.000,161,0.240
122.200,161,0.240
122.400,162,0.240
122.600,162,0.241
122.800,162,0.241
123.000,162,0.242
123.200,162,0.242
123.400,163,0.242
123.600,163,0.243
123.800,163,0.243
124.000,163,0.244
124.200,163,0.244
124.400,164,0.244
124.600,164,0.245
124.800,164,0.245
125.000,164,0.246
125.200,165,0.246
125.400,165,0.246
125.600,165,0.247
125.800,165,0.247
126.000,166,0.248
126.200,166,0.248
126.400,166,0.248
126.600,166,0.249
126.800,167,0.249
127.000,167,0.249
127.200,167,0.250
127.400,167,0.250
127.600,167,0.251
127.800,168,0.251
128.000,168,0.251
128.200,168,0.252
128.400,168,0.252
128.600,168,0.253
128.800,169,0.253
129.000,169,0.253
129.200,169,0.254
129.400,169,0.254
129.600,170,0.255
129.800,170,0.255
130.000,170,0.255
130.200,170,0.256
130.400,171,0.256
130.600,171,0.257
130.800,171,0.257
131.000,171,0.257
131.200,172,0.258
131.400,172,0.258
131.600,172,0.259
131.800,172,0.259
132.000,173,0.259
132.200,173,0.260
132.400,173,0.260
132.600,173,0.260
132.800,173,0.261
133.000,173,0.261
133.200,174,0.262
133.400,174,0.262
133.600,174,0.262
133.800,175,0.263
134.000,175,0.263
134.200,175,0.264
134.400,175,0.264
134.600,175,0.264
134.800,176,0.265
135.000,176,0.265
135.200,176,0.266
135.400,176,0.266
135.600,176,0.266
135.800,177,0.267
136.000,177,0.267
136.200,177,0.268
136.400,177,0.268
136.600,178,0.268
136.800,178,0.269
137.000,178,0.269
137.200,178,0.270
137.400,179,0.270
137.600,179,0.270
137.800,179,0.271
138.000,179,0.271
138.200,179,0.271
138.400,180,0.272
138.600,180,0.272
138.800,180,0.273
139.000,180,0.273
139.200,180,0.273
139.400,181,0.274
139.600,181,0.274
139.800,181,0.275
140.000,181,0.275
140.200,181,0.275
140.400,182,0.276
140.600,182,0.276
140.800,182,0.277
141.000,182,0.277
141.200,183,0.277
141.400,183,0.278
141.600,183,0.278
141.800,183,0.279
142.000,184,0.279
142.200,184,0.279
142.400,184,0.280
142.600,184,0.280
142.800,185,0.281
143.000,185,0.281
143.200,185,0.281
143.400,185,0.282
143.600,185,0.282
143.800,186,0.283
144.000,186,0.283
144.200,186,0.283
144.400,186,0.284
144.600,187,0.284
144.800,187,0.284
145.000,187,0.285
145.200,187,0.285
145.400,188,0.286
145.600,188,0.286
145.800,188,0.286
146.000,188,0.287
146.200,188,0.287
146.400,189,0.288
146.600,189,0.288
146.800,189,0.288
147.000,189,0.289
147.200,189,0.289
147.400,190,0.290
147.600,190,0.290
147.800,190,0.290
148.000,190,0.291
148.200,191,0.291
148.400,191,0.292
148.600,191,0.292
148.800,191,0.292
149.000,192,0.293
149.200,192,0.293
149.400,192,0.294
149.600,192,0.294
149.800,193,0.294
150.000,193,0.295
150.200,193,0.295
150.400,193,0.295
150.600,193,0.296
150.800,194,0.296
151.000,194,0.297
151.200,194,0.297
151.400,195,0.297
151.600,195,0.298
151.800,195,0.298
152.000,195,0.299
152.200,196,0.299
152.400,196,0.299
152.600,196,0.300
152.800,196,0.300
153.000,197,0.301
153.200,197,0.301
153.400,197,0.301
153.600,197,0.302
153.800,197,0.302
154.000,198,0.303
154.200,198,0.303
154.400,198,0.303
154.600,198,0.304
154.800,199,0.304
155.000,199,0.305
155.200,199,0.305
155.400,199,0.305
155.600,200,0.306
155.800,200,0.306
156.000,200,0.307
156.200,200,0.307
156.400,201,0.307
156.600,201,0.308
156.800,201,0.308
157.000,201,0.309
157.200,202,0.309
157.400,202,0.309
157.600,202,0.310
157.800,202,0.310
158.000,203,0.310
158.200,203,0.311
158.400,203,0.311
158.600,203,0.312
158.800,204,0.312
159.000,204,0.312
159.200,204,0.313
159.400,205,0.313
159.600,205,0.314
159.800,205,0.314
160.000,205,0.314
160.200,205,0.315
160.400,206,0.315
160.600,206,0.316
160.800,206,0.316
161.000,206,0.316
161.200,207,0.317
161.400,207,0.317
161.600,207,0.318
161.800,207,0.318
162.000,208,0.318
162.200,208,0.319
162.400,208,0.319
162.600,209,0.320
162.800,209,0.320
163.000,209,0.320
163.200,209,0.321
163.400,209,0.321
163.600,210,0.321
163.800,210,0.322
164.000,210,0.322
164.200,211,0.323
164.400,211,0.323
164.600,211,0.323
164.800,211,0.324
165.000,211,0.324
165.200,212,0.325
165.400,212,0.325
165.600,212,0.325
165.800,213,0.326
166.000,213,0.326
166.200,213,0.327
166.400,213,0.327
166.600,213,0.327
166.800,214,0.328
167.000,214,0.328
167.200,214,0.329
167.400,215,0.329
167.600,215,0.329
167.800,215,0.330
168.000,215,0.330
168.200,215,0.331
168.400,216,0.331
168.600,216,0.331
168.800,216,0.332
169.000,217,0.332
169.200,217,0.333
169.400,217,0.333
169.600,217,0.333
169.800,217,0.334
170.000,218,0.334
170.200,218,0.335
170.400,218,0.335
170.600,218,0.335
170.800,219,0.336
171.000,219,0.336
171.200,219,0.336
171.400,219,0.337
171.600,220,0.337
171.800,220,0.338
172.000,220,0.338
172.200,220,0.338
172.400,221,0.339
172.600,221,0.339
172.800,221,0.340
173.000,221,0.340
173.200,222,0.340
173.400,222,0.341
173.600,222,0.341
173.800,222,0.342
174.000,222,0.342
174.200,223,0.342
174.400,223,0.343
174.600,223,0.343
174.800,223,0.344
175.000,224,0.344
175.200,224,0.344
175.400,224,0.345
175.600,224,0.345
175.800,225,0.346
176.000,225,0.346
176.200,225,0.346
176.400,225,0.347
176.600,225,0.347
176.800,226,0.348
177.000,226,0.348
177.200,226,0.348
177.400,226,0.349
177.600,227,0.349
177.800,227,0.349
178.000,227,0.350
178.200,227,0.350
178.400,228,0.351
178.600,228,0.351
178.800,228,0.351
179.000,228,0.352
179.200,228,0.352
179.400,229,0.353
179.600,229,0.353
179.800,229,0.353
180.000,229,0.354
180.200,229,0.354
180.400,230,0.355
180.600,230,0.355
180.800,230,0.355
181.000,230,0.356
181.200,230,0.356
181.400,231,0.357
181.600,231,0.357
181.800,231,0.357
182.000,231,0.358
182.200,231,0.358
182.400,232,0.359
182.600,232,0.359
182.800,232,0.359
183.000,232,0.360
183.200,232,0.360
183.400,233,0.360
183.600,233,0.361
183.800,233,0.361
184.000,233,0.362
184.200,233,0.362
184.400,234,0.362
184.600,234,0.363
184.800,234,0.363
185.000,234,0.364
185.200,234,0.364
185.400,235,0.364
185.600,235,0.365
185.800,235,0.365
186.000,235,0.366
186.200,235,0.366
186.400,236,0.366
186.600,236,0.367
186.800,236,0.367
187.000,236,0.368
187.200,236,0.368
187.400,236,0.368
187.600,236,0.369
187.800,237,0.369
188.000,237,0.370
188.200,237,0.370
188.400,237,0.370
188.600,237,0.371
188.800,237,0.371
189.000,238,0.372
189.200,238,0.372
189.400,238,0.372
189.600,238,0.373
189.800,238,0.373
190.000,238,0.373
190.200,239,0.374
190.400,239,0.374
190.600,239,0.375
190.800,239,0.375
191.000,239,0.375
191.200,239,0.376
191.400,239,0.376
191.600,240,0.377
191.800,240,0.377
192.000,240,0.377
192.200,240,0.378
192.400,240,0.378
192.600,240,0.379
192.800,240,0.379
193.000,240,0.379
193.200,241,0.380
193.400,241,0.380
193.600,241,0.381
193.800,241,0.381
194.000,241,0.381
194.200,241,0.382
194.400,241,0.382
194.600,241,0.383
194.800,241,0.383
195.000,242,0.383
195.200,242,0.384
195.400,242,0.384
195.600,242,0.385
195.800,242,0.385
196.000,242,0.385
196.200,242,0.386
196.400,242,0.386
196.600,242,0.386
196.800,242,0.387
197.000,243,0.387
197.200,243,0.388
197.400,243,0.388
197.600,243,0.388
197.800,243,0.389
