""
"Test Method","Ankenman Simplified Tensile.msm"
"Sample I. D.","Ankenman brushes.mss"
"Specimen Number","16"

"Time (s)","Load (lbf)","Crosshead (in)"

0.300,0,0.000
0.400,0,0.000
0.500,-1,0.001
0.600,0,0.001
0.700,0,0.001
0.800,0,0.001
0.900,0,0.001
1.000,0,0.001
1.100,0,0.002
1.200,0,0.002
1.300,0,0.002
1.400,0,0.002
1.500,0,0.002
1.600,0,0.003
1.700,0,0.003
1.800,0,0.003
1.900,0,0.003
2.000,0,0.003
2.100,0,0.004
2.200,0,0.004
2.300,0,0.004
2.400,0,0.004
2.500,0,0.004
2.600,0,0.005
2.700,0,0.005
2.800,0,0.005
2.900,0,0.005
3.000,0,0.005
3.100,0,0.006
3.200,0,0.006
3.300,0,0.006
3.400,0,0.006
3.500,0,0.006
3.600,0,0.007
3.700,0,0.007
3.800,0,0.007
3.900,1,0.007
4.000,0,0.007
4.100,0,0.008
4.200,0,0.008
4.300,1,0.008
4.400,1,0.008
4.500,1,0.008
4.600,1,0.009
4.700,1,0.009
4.800,1,0.009
4.900,1,0.009
5.000,1,0.009
5.100,1,0.010
5.200,1,0.010
5.300,1,0.010
5.400,1,0.010
5.500,2,0.010
5.600,2,0.010
5.700,2,0.011
5.800,2,0.011
5.900,2,0.011
6.000,2,0.011
6.100,2,0.011
6.200,2,0.012
6.300,2,0.012
6.400,2,0.012
6.500,2,0.012
6.600,3,0.012
6.700,3,0.013
6.800,3,0.013
6.900,3,0.013
7.000,3,0.013
7.100,4,0.013
7.200,4,0.014
7.300,4,0.014
7.400,5,0.014
7.500,5,0.014
7.600,5,0.014
7.700,5,0.015
7.800,6,0.015
7.900,6,0.015
8.000,6,0.015
8.100,6,0.015
8.200,7,0.016
8.300,7,0.016
8.400,7,0.016
8.500,8,0.016
8.600,8,0.016
8.700,8,0.017
8.800,9,0.017
8.900,9,0.017
9.000,9,0.017
9.100,10,0.017
9.200,10,0.018
9.300,10,0.018
9.400,11,0.018
9.500,11,0.018
9.600,11,0.018
9.700,12,0.019
9.800,12,0.019
9.900,13,0.019
10.000,13,0.019
10.100,13,0.019
10.200,14,0.020
10.300,14,0.020
10.400,14,0.020
10.500,15,0.020
10.600,15,0.020
10.700,15,0.020
10.800,16,0.021
10.900,16,0.021
11.000,17,0.021
11.100,17,0.021
11.200,17,0.021
11.300,17,0.022
11.400,18,0.022
11.500,18,0.022
11.600,18,0.022
11.700,18,0.022
11.800,19,0.023
11.900,19,0.023
12.000,19,0.023
12.100,20,0.023
12.200,20,0.023
12.300,20,0.024
12.400,21,0.024
12.500,21,0.024
12.600,21,0.024
12.700,22,0.024
12.800,22,0.025
12.900,22,0.025
13.000,23,0.025
13.100,23,0.025
13.200,24,0.025
13.300,24,0.026
13.400,24,0.026
13.500,25,0.026
13.600,25,0.026
13.700,26,0.026
13.800,26,0.027
